ID,fold
ID_train_12551,1
ID_train_12552,2
ID_train_12553,3
ID_train_12554,0
ID_train_12555,4
ID_train_12556,2
ID_train_12557,4
ID_train_12558,2
ID_train_12559,3
ID_train_1256,0
ID_train_12560,3
ID_train_12561,4
ID_train_12562,2
ID_train_12563,1
ID_train_12564,0
ID_train_12565,2
ID_train_12566,4
ID_train_12567,1
ID_train_12568,3
ID_train_12569,1
ID_train_1257,4
ID_train_12570,1
ID_train_12571,3
ID_train_12572,1
ID_train_12573,2
ID_train_12574,4
ID_train_12575,0
ID_train_12576,0
ID_train_12577,1
ID_train_12578,1
ID_train_12579,4
ID_train_1258,0
ID_train_12580,2
ID_train_12581,0
ID_train_12582,1
ID_train_12583,4
ID_train_12584,3
ID_train_12585,1
ID_train_12586,3
ID_train_12587,1
ID_train_12588,1
ID_train_12589,2
ID_train_1259,0
ID_train_12590,1
ID_train_12591,2
ID_train_12592,3
ID_train_12593,2
ID_train_12594,0
ID_train_12595,3
ID_train_12596,1
ID_train_12597,3
ID_train_12598,2
ID_train_12599,1
ID_train_126,1
ID_train_1260,2
ID_train_12600,1
ID_train_12601,2
ID_train_12602,0
ID_train_12603,3
ID_train_12604,3
ID_train_12605,2
ID_train_12606,1
ID_train_12607,3
ID_train_12608,1
ID_train_12609,0
ID_train_1261,0
ID_train_12610,0
ID_train_12611,4
ID_train_12612,2
ID_train_12613,3
ID_train_12614,3
ID_train_12615,0
ID_train_12616,3
ID_train_12617,1
ID_train_12618,2
ID_train_12619,2
ID_train_1262,0
ID_train_12620,2
ID_train_12621,4
ID_train_12622,4
ID_train_12623,1
ID_train_12624,0
ID_train_12625,2
ID_train_12626,2
ID_train_12627,0
ID_train_12628,3
ID_train_12629,4
ID_train_1263,4
ID_train_12630,4
ID_train_12631,1
ID_train_12632,3
ID_train_12633,2
ID_train_12634,2
ID_train_12635,2
ID_train_12636,0
ID_train_12637,0
ID_train_12638,3
ID_train_12639,2
ID_train_1264,0
ID_train_12640,4
ID_train_12641,4
ID_train_12642,2
ID_train_12643,4
ID_train_12644,1
ID_train_12645,2
ID_train_12646,0
ID_train_12647,3
ID_train_12648,3
ID_train_12649,3
ID_train_1265,4
ID_train_12650,3
ID_train_12651,1
ID_train_12652,3
ID_train_12653,2
ID_train_12654,3
ID_train_12655,0
ID_train_12656,1
ID_train_12657,0
ID_train_12658,4
ID_train_12659,2
ID_train_1266,3
ID_train_12660,1
ID_train_12661,4
ID_train_12662,3
ID_train_12663,3
ID_train_12664,1
ID_train_12665,0
ID_train_12666,4
ID_train_12667,1
ID_train_12668,1
ID_train_12669,4
ID_train_1267,1
ID_train_12670,3
ID_train_12671,0
ID_train_12672,2
ID_train_12673,1
ID_train_12674,3
ID_train_12675,1
ID_train_12676,3
ID_train_12677,3
ID_train_12678,1
ID_train_12679,3
ID_train_1268,3
ID_train_12680,3
ID_train_12681,2
ID_train_12682,0
ID_train_12683,0
ID_train_12684,2
ID_train_12685,0
ID_train_12686,2
ID_train_12687,4
ID_train_12688,0
ID_train_12689,3
ID_train_1269,2
ID_train_12690,2
ID_train_12691,3
ID_train_12692,3
ID_train_12693,0
ID_train_12694,0
ID_train_12695,1
ID_train_12696,2
ID_train_12697,4
ID_train_12698,1
ID_train_12699,4
ID_train_127,1
ID_train_1270,0
ID_train_12700,4
ID_train_12701,1
ID_train_12702,1
ID_train_12703,1
ID_train_12704,4
ID_train_12705,0
ID_train_12706,3
ID_train_12707,3
ID_train_12708,4
ID_train_12709,2
ID_train_1271,3
ID_train_12710,0
ID_train_12711,4
ID_train_12712,4
ID_train_12713,0
ID_train_12714,4
ID_train_12715,1
ID_train_12716,4
ID_train_12717,1
ID_train_12718,4
ID_train_12719,2
ID_train_1272,3
ID_train_12720,1
ID_train_12721,4
ID_train_12722,4
ID_train_12723,0
ID_train_12724,0
ID_train_12725,0
ID_train_12726,1
ID_train_12727,1
ID_train_12728,0
ID_train_12729,2
ID_train_1273,1
ID_train_12730,3
ID_train_12731,3
ID_train_12732,1
ID_train_12733,1
ID_train_12734,3
ID_train_12735,0
ID_train_12736,0
ID_train_12737,4
ID_train_12738,1
ID_train_12739,3
ID_train_1274,2
ID_train_12740,0
ID_train_12741,0
ID_train_12742,1
ID_train_12743,1
ID_train_12744,1
ID_train_12745,0
ID_train_12746,3
ID_train_12747,1
ID_train_12748,2
ID_train_12749,4
ID_train_1275,3
ID_train_12750,1
ID_train_12751,4
ID_train_12752,3
ID_train_12753,1
ID_train_12754,4
ID_train_12755,4
ID_train_12756,4
ID_train_12757,4
ID_train_12758,2
ID_train_12759,2
ID_train_1276,0
ID_train_12760,2
ID_train_12761,1
ID_train_12762,4
ID_train_12763,1
ID_train_12764,4
ID_train_12765,2
ID_train_12766,0
ID_train_12767,3
ID_train_12768,4
ID_train_12769,2
ID_train_1277,2
ID_train_12770,0
ID_train_12771,1
ID_train_12772,4
ID_train_12773,3
ID_train_12774,4
ID_train_12775,2
ID_train_12776,0
ID_train_12777,1
ID_train_12778,4
ID_train_12779,2
ID_train_1278,0
ID_train_12780,1
ID_train_12781,2
ID_train_12782,4
ID_train_12783,1
ID_train_12784,2
ID_train_12785,4
ID_train_12786,2
ID_train_12787,0
ID_train_12788,3
ID_train_12789,0
ID_train_1279,0
ID_train_12790,0
ID_train_12791,1
ID_train_12792,4
ID_train_12793,3
ID_train_12794,4
ID_train_12795,4
ID_train_12796,3
ID_train_12797,0
ID_train_12798,3
ID_train_12799,1
ID_train_128,3
ID_train_1280,0
ID_train_12800,4
ID_train_12801,1
ID_train_12802,0
ID_train_12803,4
ID_train_12804,3
ID_train_12805,4
ID_train_12806,0
ID_train_12807,2
ID_train_12808,0
ID_train_12809,1
ID_train_1281,1
ID_train_12810,4
ID_train_12811,4
ID_train_12812,2
ID_train_12813,2
ID_train_12814,3
ID_train_12815,1
ID_train_12816,0
ID_train_12817,2
ID_train_12818,2
ID_train_12819,3
ID_train_1282,4
ID_train_12820,4
ID_train_12821,3
ID_train_12822,4
ID_train_12823,3
ID_train_12824,2
ID_train_12825,0
ID_train_12826,1
ID_train_12827,0
ID_train_12828,3
ID_train_12829,4
ID_train_1283,1
ID_train_12830,1
ID_train_12831,3
ID_train_12832,1
ID_train_12833,4
ID_train_12834,3
ID_train_12835,0
ID_train_12836,3
ID_train_12837,0
ID_train_12838,4
ID_train_12839,4
ID_train_1284,1
ID_train_12840,4
ID_train_12841,0
ID_train_12842,3
ID_train_12843,4
ID_train_12844,2
ID_train_12845,4
ID_train_12846,0
ID_train_12847,1
ID_train_12848,3
ID_train_12849,2
ID_train_1285,2
ID_train_12850,2
ID_train_12851,4
ID_train_12852,2
ID_train_12853,2
ID_train_12854,1
ID_train_12855,0
ID_train_12856,1
ID_train_12857,1
ID_train_12858,1
ID_train_12859,0
ID_train_1286,1
ID_train_12860,2
ID_train_12861,4
ID_train_12862,0
ID_train_12863,3
ID_train_12864,1
ID_train_12865,1
ID_train_12866,2
ID_train_12867,0
ID_train_12868,2
ID_train_12869,3
ID_train_1287,0
ID_train_12870,2
ID_train_12871,1
ID_train_12872,3
ID_train_12873,3
ID_train_12874,4
ID_train_12875,2
ID_train_12876,0
ID_train_12877,1
ID_train_12878,4
ID_train_12879,0
ID_train_1288,2
ID_train_12880,1
ID_train_12881,4
ID_train_12882,4
ID_train_12883,3
ID_train_12884,2
ID_train_12885,4
ID_train_12886,1
ID_train_12887,2
ID_train_12888,3
ID_train_12889,4
ID_train_1289,2
ID_train_12890,0
ID_train_12891,1
ID_train_12892,4
ID_train_12893,1
ID_train_12894,1
ID_train_12895,3
ID_train_12896,2
ID_train_12897,0
ID_train_12898,2
ID_train_12899,1
ID_train_129,0
ID_train_1290,2
ID_train_12900,1
ID_train_12901,4
ID_train_12902,4
ID_train_12903,1
ID_train_12904,0
ID_train_12905,0
ID_train_12906,0
ID_train_12907,2
ID_train_12908,1
ID_train_12909,3
ID_train_1291,3
ID_train_12910,0
ID_train_12911,0
ID_train_12912,1
ID_train_12913,3
ID_train_12914,2
ID_train_12915,2
ID_train_12916,0
ID_train_12917,1
ID_train_12918,1
ID_train_12919,3
ID_train_1292,1
ID_train_12920,2
ID_train_12921,1
ID_train_12922,4
ID_train_12923,3
ID_train_12924,1
ID_train_12925,2
ID_train_12926,2
ID_train_12927,3
ID_train_12928,2
ID_train_12929,3
ID_train_1293,0
ID_train_12930,0
ID_train_12931,1
ID_train_12932,0
ID_train_12933,2
ID_train_12934,4
ID_train_12935,1
ID_train_12936,1
ID_train_12937,3
ID_train_12938,3
ID_train_12939,0
ID_train_1294,0
ID_train_12940,1
ID_train_12941,3
ID_train_12942,3
ID_train_12943,2
ID_train_12944,1
ID_train_12945,2
ID_train_12946,4
ID_train_12947,2
ID_train_12948,2
ID_train_12949,3
ID_train_1295,3
ID_train_12950,1
ID_train_12951,0
ID_train_12952,2
ID_train_12953,3
ID_train_12954,1
ID_train_12955,0
ID_train_12956,2
ID_train_12957,0
ID_train_12958,2
ID_train_12959,1
ID_train_1296,1
ID_train_12960,2
ID_train_12961,1
ID_train_12962,0
ID_train_12963,1
ID_train_12964,2
ID_train_12965,1
ID_train_12966,4
ID_train_12967,4
ID_train_12968,2
ID_train_12969,2
ID_train_1297,4
ID_train_12970,2
ID_train_12971,4
ID_train_12972,4
ID_train_12973,4
ID_train_12974,0
ID_train_12975,4
ID_train_12976,1
ID_train_12977,1
ID_train_12978,2
ID_train_12979,3
ID_train_1298,4
ID_train_12980,0
ID_train_12981,4
ID_train_12982,2
ID_train_12983,3
ID_train_12984,0
ID_train_12985,0
ID_train_12986,3
ID_train_12987,2
ID_train_12988,1
ID_train_12989,0
ID_train_1299,1
ID_train_12990,0
ID_train_12991,3
ID_train_12992,2
ID_train_12993,0
ID_train_12994,4
ID_train_12995,1
ID_train_12996,0
ID_train_12997,0
ID_train_12998,4
ID_train_12999,0
ID_train_13,3
ID_train_130,2
ID_train_1300,0
ID_train_13000,3
ID_train_13001,4
ID_train_13002,2
ID_train_13003,4
ID_train_13004,4
ID_train_13005,0
ID_train_13006,2
ID_train_13007,3
ID_train_13008,2
ID_train_13009,2
ID_train_1301,1
ID_train_13010,3
ID_train_13011,4
ID_train_13012,4
ID_train_13013,1
ID_train_13014,2
ID_train_13015,2
ID_train_13016,4
ID_train_13017,1
ID_train_13018,3
ID_train_13019,1
ID_train_1302,3
ID_train_13020,1
ID_train_13021,1
ID_train_13022,1
ID_train_13023,1
ID_train_13024,4
ID_train_13025,1
ID_train_13026,1
ID_train_13027,4
ID_train_13028,4
ID_train_13029,1
ID_train_1303,1
ID_train_13030,0
ID_train_13031,0
ID_train_13032,3
ID_train_13033,1
ID_train_13034,0
ID_train_13035,1
ID_train_13036,1
ID_train_13037,0
ID_train_13038,0
ID_train_13039,4
ID_train_1304,3
ID_train_13040,4
ID_train_13041,0
ID_train_13042,4
ID_train_13043,2
ID_train_13044,4
ID_train_13045,0
ID_train_13046,0
ID_train_13047,4
ID_train_13048,1
ID_train_13049,4
ID_train_1305,3
ID_train_13050,2
ID_train_13051,2
ID_train_13052,4
ID_train_13053,1
ID_train_13054,3
ID_train_13055,2
ID_train_13056,0
ID_train_13057,3
ID_train_13058,4
ID_train_13059,3
ID_train_1306,3
ID_train_13060,3
ID_train_13061,2
ID_train_13062,3
ID_train_13063,4
ID_train_13064,4
ID_train_13065,1
ID_train_13066,2
ID_train_13067,1
ID_train_13068,3
ID_train_13069,2
ID_train_1307,3
ID_train_13070,1
ID_train_13071,1
ID_train_13072,0
ID_train_13073,4
ID_train_13074,3
ID_train_13075,1
ID_train_13076,2
ID_train_13077,1
ID_train_13078,0
ID_train_13079,0
ID_train_1308,2
ID_train_13080,4
ID_train_13081,4
ID_train_13082,4
ID_train_13083,0
ID_train_13084,0
ID_train_13085,2
ID_train_13086,2
ID_train_13087,3
ID_train_13088,1
ID_train_13089,0
ID_train_1309,3
ID_train_13090,2
ID_train_13091,3
ID_train_13092,0
ID_train_13093,4
ID_train_13094,0
ID_train_13095,4
ID_train_13096,2
ID_train_13097,1
ID_train_13098,2
ID_train_13099,3
ID_train_131,1
ID_train_1310,4
ID_train_13100,2
ID_train_13101,1
ID_train_13102,4
ID_train_13103,2
ID_train_13104,4
ID_train_13105,4
ID_train_13106,2
ID_train_13107,4
ID_train_13108,2
ID_train_13109,3
ID_train_1311,0
ID_train_13110,3
ID_train_13111,3
ID_train_13112,1
ID_train_13113,2
ID_train_13114,1
ID_train_13115,0
ID_train_13116,4
ID_train_13117,1
ID_train_13118,3
ID_train_13119,0
ID_train_1312,0
ID_train_13120,0
ID_train_13121,0
ID_train_13122,3
ID_train_13123,1
ID_train_13124,0
ID_train_13125,1
ID_train_13126,0
ID_train_13127,2
ID_train_13128,2
ID_train_13129,3
ID_train_1313,4
ID_train_13130,0
ID_train_13131,4
ID_train_13132,1
ID_train_13133,0
ID_train_13134,1
ID_train_13135,4
ID_train_13136,3
ID_train_13137,1
ID_train_13138,4
ID_train_13139,1
ID_train_1314,2
ID_train_13140,1
ID_train_13141,4
ID_train_13142,4
ID_train_13143,4
ID_train_13144,3
ID_train_13145,1
ID_train_13146,2
ID_train_13147,2
ID_train_13148,3
ID_train_13149,4
ID_train_1315,3
ID_train_13150,2
ID_train_13151,4
ID_train_13152,1
ID_train_13153,1
ID_train_13154,3
ID_train_13155,0
ID_train_13156,1
ID_train_13157,4
ID_train_13158,4
ID_train_13159,0
ID_train_1316,4
ID_train_13160,1
ID_train_13161,3
ID_train_13162,0
ID_train_13163,1
ID_train_13164,4
ID_train_13165,4
ID_train_13166,1
ID_train_13167,3
ID_train_13168,3
ID_train_13169,4
ID_train_1317,3
ID_train_13170,4
ID_train_13171,1
ID_train_13172,2
ID_train_13173,0
ID_train_13174,0
ID_train_13175,2
ID_train_13176,2
ID_train_13177,1
ID_train_13178,1
ID_train_13179,1
ID_train_1318,0
ID_train_13180,1
ID_train_13181,4
ID_train_13182,4
ID_train_13183,4
ID_train_13184,0
ID_train_13185,4
ID_train_13186,4
ID_train_13187,2
ID_train_13188,1
ID_train_13189,1
ID_train_1319,4
ID_train_13190,1
ID_train_13191,3
ID_train_13192,1
ID_train_13193,2
ID_train_13194,1
ID_train_13195,1
ID_train_13196,2
ID_train_13197,2
ID_train_13198,2
ID_train_13199,1
ID_train_132,3
ID_train_1320,0
ID_train_13200,0
ID_train_13201,0
ID_train_13202,3
ID_train_13203,3
ID_train_13204,2
ID_train_13205,0
ID_train_13206,3
ID_train_13207,1
ID_train_13208,4
ID_train_13209,2
ID_train_1321,4
ID_train_13210,1
ID_train_13211,3
ID_train_13212,4
ID_train_13213,2
ID_train_13214,0
ID_train_13215,0
ID_train_13216,3
ID_train_13217,4
ID_train_13218,2
ID_train_13219,2
ID_train_1322,3
ID_train_13220,1
ID_train_13221,3
ID_train_13222,2
ID_train_13223,3
ID_train_13224,1
ID_train_13225,2
ID_train_13226,2
ID_train_13227,3
ID_train_13228,0
ID_train_13229,2
ID_train_1323,2
ID_train_13230,1
ID_train_13231,0
ID_train_13232,4
ID_train_13233,3
ID_train_13234,4
ID_train_13235,0
ID_train_13236,3
ID_train_13237,1
ID_train_13238,0
ID_train_13239,0
ID_train_1324,4
ID_train_13240,0
ID_train_13241,3
ID_train_13242,3
ID_train_13243,4
ID_train_13244,0
ID_train_13245,0
ID_train_13246,1
ID_train_13247,1
ID_train_13248,2
ID_train_13249,1
ID_train_1325,3
ID_train_13250,4
ID_train_13251,2
ID_train_13252,0
ID_train_13253,3
ID_train_13254,2
ID_train_13255,4
ID_train_13256,3
ID_train_13257,0
ID_train_13258,4
ID_train_13259,1
ID_train_1326,2
ID_train_13260,2
ID_train_13261,0
ID_train_13262,2
ID_train_13263,0
ID_train_13264,3
ID_train_13265,1
ID_train_13266,1
ID_train_13267,4
ID_train_13268,2
ID_train_13269,3
ID_train_1327,1
ID_train_13270,3
ID_train_13271,2
ID_train_13272,2
ID_train_13273,2
ID_train_13274,0
ID_train_13275,3
ID_train_13276,0
ID_train_13277,3
ID_train_13278,1
ID_train_13279,1
ID_train_1328,3
ID_train_13280,3
ID_train_13281,3
ID_train_13282,2
ID_train_13283,1
ID_train_13284,4
ID_train_13285,1
ID_train_13286,2
ID_train_13287,4
ID_train_13288,1
ID_train_13289,1
ID_train_1329,4
ID_train_13290,0
ID_train_13291,1
ID_train_13292,2
ID_train_13293,4
ID_train_13294,1
ID_train_13295,4
ID_train_13296,3
ID_train_13297,1
ID_train_13298,3
ID_train_13299,2
ID_train_133,1
ID_train_1330,4
ID_train_13300,2
ID_train_13301,3
ID_train_13302,3
ID_train_13303,2
ID_train_13304,3
ID_train_13305,0
ID_train_13306,2
ID_train_13307,4
ID_train_13308,0
ID_train_13309,0
ID_train_1331,1
ID_train_13310,0
ID_train_13311,1
ID_train_13312,1
ID_train_13313,1
ID_train_13314,3
ID_train_13315,4
ID_train_13316,0
ID_train_13317,3
ID_train_13318,1
ID_train_13319,2
ID_train_1332,2
ID_train_13320,4
ID_train_13321,2
ID_train_13322,0
ID_train_13323,3
ID_train_13324,3
ID_train_13325,2
ID_train_13326,4
ID_train_13327,0
ID_train_13328,1
ID_train_13329,3
ID_train_1333,4
ID_train_13330,0
ID_train_13331,3
ID_train_13332,2
ID_train_13333,2
ID_train_13334,2
ID_train_13335,4
ID_train_13336,4
ID_train_13337,0
ID_train_13338,2
ID_train_13339,4
ID_train_1334,1
ID_train_13340,4
ID_train_13341,4
ID_train_13342,3
ID_train_13343,1
ID_train_13344,0
ID_train_13345,1
ID_train_13346,2
ID_train_13347,0
ID_train_13348,0
ID_train_13349,2
ID_train_1335,3
ID_train_13350,0
ID_train_13351,0
ID_train_13352,1
ID_train_13353,1
ID_train_13354,1
ID_train_13355,1
ID_train_13356,3
ID_train_13357,4
ID_train_13358,3
ID_train_13359,4
ID_train_1336,4
ID_train_13360,0
ID_train_13361,1
ID_train_13362,1
ID_train_13363,1
ID_train_13364,1
ID_train_13365,2
ID_train_13366,3
ID_train_13367,2
ID_train_13368,0
ID_train_13369,4
ID_train_1337,2
ID_train_13370,3
ID_train_13371,1
ID_train_13372,2
ID_train_13373,1
ID_train_13374,1
ID_train_13375,2
ID_train_13376,3
ID_train_13377,0
ID_train_13378,0
ID_train_13379,0
ID_train_1338,2
ID_train_13380,3
ID_train_13381,2
ID_train_13382,0
ID_train_13383,1
ID_train_13384,0
ID_train_13385,1
ID_train_13386,3
ID_train_13387,4
ID_train_13388,2
ID_train_13389,2
ID_train_1339,4
ID_train_13390,2
ID_train_13391,4
ID_train_13392,0
ID_train_13393,1
ID_train_13394,0
ID_train_13395,0
ID_train_13396,0
ID_train_13397,0
ID_train_13398,4
ID_train_13399,4
ID_train_134,3
ID_train_1340,4
ID_train_13400,3
ID_train_13401,3
ID_train_13402,2
ID_train_13403,3
ID_train_13404,2
ID_train_13405,2
ID_train_13406,0
ID_train_13407,1
ID_train_13408,3
ID_train_13409,1
ID_train_1341,3
ID_train_13410,4
ID_train_13411,4
ID_train_13412,1
ID_train_13413,4
ID_train_13414,4
ID_train_13415,0
ID_train_13416,1
ID_train_13417,0
ID_train_13418,0
ID_train_13419,0
ID_train_1342,0
ID_train_13420,2
ID_train_13421,4
ID_train_13422,2
ID_train_13423,3
ID_train_13424,3
ID_train_13425,2
ID_train_13426,0
ID_train_13427,4
ID_train_13428,4
ID_train_13429,2
ID_train_1343,2
ID_train_13430,2
ID_train_13431,2
ID_train_13432,1
ID_train_13433,0
ID_train_13434,1
ID_train_13435,2
ID_train_13436,0
ID_train_13437,0
ID_train_13438,0
ID_train_13439,1
ID_train_1344,4
ID_train_13440,2
ID_train_13441,2
ID_train_13442,3
ID_train_13443,1
ID_train_13444,4
ID_train_13445,2
ID_train_13446,0
ID_train_13447,2
ID_train_13448,4
ID_train_13449,4
ID_train_1345,2
ID_train_13450,0
ID_train_13451,3
ID_train_13452,2
ID_train_13453,2
ID_train_13454,0
ID_train_13455,3
ID_train_13456,1
ID_train_13457,1
ID_train_13458,4
ID_train_13459,2
ID_train_1346,4
ID_train_13460,2
ID_train_13461,4
ID_train_13462,3
ID_train_13463,1
ID_train_13464,1
ID_train_13465,0
ID_train_13466,1
ID_train_13467,0
ID_train_13468,2
ID_train_13469,3
ID_train_1347,3
ID_train_13470,2
ID_train_13471,0
ID_train_13472,4
ID_train_13473,2
ID_train_13474,1
ID_train_13475,3
ID_train_13476,0
ID_train_13477,0
ID_train_13478,0
ID_train_13479,4
ID_train_1348,1
ID_train_13480,2
ID_train_13481,4
ID_train_13482,4
ID_train_13483,4
ID_train_13484,3
ID_train_13485,3
ID_train_13486,1
ID_train_13487,0
ID_train_13488,1
ID_train_13489,4
ID_train_1349,4
ID_train_13490,4
ID_train_13491,0
ID_train_13492,4
ID_train_13493,0
ID_train_13494,4
ID_train_13495,0
ID_train_13496,2
ID_train_13497,2
ID_train_13498,3
ID_train_13499,0
ID_train_135,4
ID_train_1350,3
ID_train_13500,3
ID_train_13501,3
ID_train_13502,3
ID_train_13503,1
ID_train_13504,1
ID_train_13505,1
ID_train_13506,4
ID_train_13507,2
ID_train_13508,3
ID_train_13509,3
ID_train_1351,4
ID_train_13510,4
ID_train_13511,1
ID_train_13512,3
ID_train_13513,0
ID_train_13514,2
ID_train_13515,4
ID_train_13516,3
ID_train_13517,4
ID_train_13518,3
ID_train_13519,0
ID_train_1352,2
ID_train_13520,0
ID_train_13521,0
ID_train_13522,1
ID_train_13523,0
ID_train_13524,0
ID_train_13525,1
ID_train_13526,4
ID_train_13527,1
ID_train_13528,2
ID_train_13529,0
ID_train_1353,0
ID_train_13530,3
ID_train_13531,3
ID_train_13532,4
ID_train_13533,1
ID_train_13534,2
ID_train_13535,2
ID_train_13536,4
ID_train_13537,4
ID_train_13538,4
ID_train_13539,2
ID_train_1354,0
ID_train_13540,0
ID_train_13541,0
ID_train_13542,1
ID_train_13543,3
ID_train_13544,4
ID_train_13545,4
ID_train_13546,2
ID_train_13547,0
ID_train_13548,4
ID_train_13549,3
ID_train_1355,0
ID_train_13550,2
ID_train_13551,2
ID_train_13552,4
ID_train_13553,0
ID_train_13554,2
ID_train_13555,2
ID_train_13556,0
ID_train_13557,3
ID_train_13558,0
ID_train_13559,3
ID_train_1356,4
ID_train_13560,2
ID_train_13561,1
ID_train_13562,1
ID_train_13563,3
ID_train_13564,4
ID_train_13565,3
ID_train_13566,4
ID_train_13567,0
ID_train_13568,1
ID_train_13569,3
ID_train_1357,0
ID_train_13570,4
ID_train_13571,0
ID_train_13572,2
ID_train_13573,2
ID_train_13574,4
ID_train_13575,2
ID_train_13576,0
ID_train_13577,2
ID_train_13578,2
ID_train_13579,3
ID_train_1358,4
ID_train_13580,3
ID_train_13581,2
ID_train_13582,0
ID_train_13583,0
ID_train_13584,2
ID_train_13585,3
ID_train_13586,4
ID_train_13587,3
ID_train_13588,1
ID_train_13589,1
ID_train_1359,1
ID_train_13590,1
ID_train_13591,4
ID_train_13592,2
ID_train_13593,0
ID_train_13594,3
ID_train_13595,3
ID_train_13596,3
ID_train_13597,0
ID_train_13598,1
ID_train_13599,3
ID_train_136,0
ID_train_1360,3
ID_train_13600,0
ID_train_13601,0
ID_train_13602,1
ID_train_13603,4
ID_train_13604,0
ID_train_13605,4
ID_train_13606,4
ID_train_13607,0
ID_train_13608,2
ID_train_13609,0
ID_train_1361,3
ID_train_13610,3
ID_train_13611,0
ID_train_13612,1
ID_train_13613,0
ID_train_13614,1
ID_train_13615,3
ID_train_13616,0
ID_train_13617,3
ID_train_13618,1
ID_train_13619,4
ID_train_1362,4
ID_train_13620,1
ID_train_13621,2
ID_train_13622,2
ID_train_13623,3
ID_train_13624,4
ID_train_13625,4
ID_train_13626,3
ID_train_13627,4
ID_train_13628,3
ID_train_13629,4
ID_train_1363,3
ID_train_13630,4
ID_train_13631,0
ID_train_13632,0
ID_train_13633,0
ID_train_13634,2
ID_train_13635,1
ID_train_13636,3
ID_train_13637,4
ID_train_13638,2
ID_train_13639,3
ID_train_1364,3
ID_train_13640,0
ID_train_13641,2
ID_train_13642,3
ID_train_13643,1
ID_train_13644,3
ID_train_13645,1
ID_train_13646,4
ID_train_13647,0
ID_train_13648,0
ID_train_13649,4
ID_train_1365,0
ID_train_13650,1
ID_train_13651,0
ID_train_13652,2
ID_train_13653,3
ID_train_13654,1
ID_train_13655,4
ID_train_13656,1
ID_train_13657,2
ID_train_13658,3
ID_train_13659,4
ID_train_1366,0
ID_train_13660,4
ID_train_13661,1
ID_train_13662,1
ID_train_13663,2
ID_train_13664,0
ID_train_13665,1
ID_train_13666,0
ID_train_13667,2
ID_train_13668,2
ID_train_13669,1
ID_train_1367,0
ID_train_13670,4
ID_train_13671,3
ID_train_13672,1
ID_train_13673,3
ID_train_13674,0
ID_train_13675,2
ID_train_13676,0
ID_train_13677,4
ID_train_13678,2
ID_train_13679,2
ID_train_1368,1
ID_train_13680,4
ID_train_13681,3
ID_train_13682,3
ID_train_13683,4
ID_train_13684,1
ID_train_13685,1
ID_train_13686,1
ID_train_13687,2
ID_train_13688,1
ID_train_13689,3
ID_train_1369,4
ID_train_13690,4
ID_train_13691,3
ID_train_13692,2
ID_train_13693,0
ID_train_13694,4
ID_train_13695,2
ID_train_13696,3
ID_train_13697,0
ID_train_13698,0
ID_train_13699,4
ID_train_137,3
ID_train_1370,2
ID_train_13700,1
ID_train_13701,2
ID_train_13702,2
ID_train_13703,2
ID_train_13704,2
ID_train_13705,4
ID_train_13706,2
ID_train_13707,4
ID_train_13708,2
ID_train_13709,1
ID_train_1371,1
ID_train_13710,4
ID_train_13711,1
ID_train_13712,0
ID_train_13713,0
ID_train_13714,3
ID_train_13715,1
ID_train_13716,0
ID_train_13717,2
ID_train_13718,0
ID_train_13719,2
ID_train_1372,4
ID_train_13720,0
ID_train_13721,4
ID_train_13722,1
ID_train_13723,3
ID_train_13724,3
ID_train_13725,1
ID_train_13726,4
ID_train_13727,3
ID_train_13728,1
ID_train_13729,2
ID_train_1373,3
ID_train_13730,2
ID_train_13731,3
ID_train_13732,3
ID_train_13733,0
ID_train_13734,2
ID_train_13735,0
ID_train_13736,3
ID_train_13737,2
ID_train_13738,3
ID_train_13739,4
ID_train_1374,0
ID_train_13740,0
ID_train_13741,4
ID_train_13742,1
ID_train_13743,4
ID_train_13744,4
ID_train_13745,4
ID_train_13746,0
ID_train_13747,1
ID_train_13748,4
ID_train_13749,3
ID_train_1375,4
ID_train_13750,4
ID_train_13751,4
ID_train_13752,2
ID_train_13753,4
ID_train_13754,3
ID_train_13755,1
ID_train_13756,1
ID_train_13757,2
ID_train_13758,2
ID_train_13759,3
ID_train_1376,2
ID_train_13760,2
ID_train_13761,4
ID_train_13762,0
ID_train_13763,1
ID_train_13764,2
ID_train_13765,0
ID_train_13766,3
ID_train_13767,3
ID_train_13768,1
ID_train_13769,4
ID_train_1377,1
ID_train_13770,0
ID_train_13771,3
ID_train_13772,2
ID_train_13773,1
ID_train_13774,4
ID_train_13775,2
ID_train_13776,3
ID_train_13777,3
ID_train_13778,4
ID_train_13779,1
ID_train_1378,0
ID_train_13780,4
ID_train_13781,1
ID_train_13782,0
ID_train_13783,3
ID_train_13784,1
ID_train_13785,0
ID_train_13786,1
ID_train_13787,4
ID_train_13788,1
ID_train_13789,3
ID_train_1379,4
ID_train_13790,1
ID_train_13791,4
ID_train_13792,1
ID_train_13793,4
ID_train_13794,1
ID_train_13795,4
ID_train_13796,2
ID_train_13797,2
ID_train_13798,3
ID_train_13799,1
ID_train_138,3
ID_train_1380,3
ID_train_13800,1
ID_train_13801,3
ID_train_13802,1
ID_train_13803,0
ID_train_13804,2
ID_train_13805,2
ID_train_13806,2
ID_train_13807,2
ID_train_13808,0
ID_train_13809,4
ID_train_1381,1
ID_train_13810,0
